Supplier_ID,Supplier_Name,Ingredient_Code,Ingredient_Name,CAS_Number,Purity,Batch_Number,Physical_State,pH,Toxicity_Profile,Solubility,Stability_Info,Recommended_Usage,Regulatory_Status,Shelf_Life,Lead_Time_for_Delivery,Availability,Cost_per_Unit,Safety_Data_Sheet,Transport_Conditions
SUP_3615,ABC Chemicals Pvt Ltd,ING_31202,Citric Acid,77-92-9,95.65%,BN_5677_06,Solid,4.79,Corrosive,Partially soluble,Keep refrigerated,1.40%,REACH Compliant,31 months,8 working days,In Stock,₹672.92 / unit,https://supplierportal.com/SDS/9110,Handle with care
SUP_3015,XYZ Suppliers,ING_39740,Citric Acid,12125-02-9,97.93%,BN_1038_01,Liquid,12.61,Corrosive,Insoluble,Avoid sunlight,3.86%,Non-Compliant,19 months,13 working days,Out of Stock,₹219.44 / unit,https://supplierportal.com/SDS/7849,Hazardous Material
SUP_6044,Prime Chemicals,ING_24351,Citric Acid,77-92-9,98.00%,BN_8166_02,Liquid,11.41,Corrosive,Soluble in water,Keep refrigerated,8.47%,REACH Compliant,6 months,9 working days,Out of Stock,₹855.94 / unit,https://supplierportal.com/SDS/4951,Fragile
SUP_6343,Global Chem Ltd,ING_92495,Citric Acid,7664-93-9,90.73%,BN_5008_04,Solid,10.57,Irritant,Soluble in water,Avoid sunlight,4.73%,REACH Compliant,30 months,14 working days,Limited Stock,₹196.16 / unit,https://supplierportal.com/SDS/9524,Hazardous Material
SUP_9027,ABC Chemicals Pvt Ltd,ING_50572,Citric Acid,7647-01-0,99.68%,BN_3282_02,Gas,3.43,Non-Toxic,Soluble in water,Keep refrigerated,1.33%,Non-Compliant,19 months,9 working days,In Stock,₹217.86 / unit,https://supplierportal.com/SDS/7496,Hazardous Material
SUP_8428,Global Chem Ltd,ING_73211,Ammonium Chloride,12125-02-9,92.03%,BN_1485_04,Liquid,8.01,Corrosive,Soluble in water,Stable under 25°C,1.30%,REACH Compliant,8 months,9 working days,In Stock,₹495.83 / unit,https://supplierportal.com/SDS/7626,Hazardous Material
SUP_8715,Prime Chemicals,ING_37426,Citric Acid,77-92-9,90.37%,BN_5464_10,Gas,5.44,Corrosive,Soluble in water,Keep refrigerated,2.48%,REACH Compliant,9 months,14 working days,Limited Stock,₹120.24 / unit,https://supplierportal.com/SDS/9894,Fragile
SUP_3954,Global Chem Ltd,ING_34135,Sodium Hypochlorite,77-92-9,99.49%,BN_4845_05,Gas,3.45,Corrosive,Partially soluble,Keep refrigerated,5.61%,REACH Compliant,36 months,11 working days,In Stock,₹288.68 / unit,https://supplierportal.com/SDS/8104,Fragile
SUP_3380,Prime Chemicals,ING_22495,Hydrochloric Acid,77-92-9,99.23%,BN_4188_03,Liquid,6.07,Non-Toxic,Insoluble,Stable under 25°C,4.89%,REACH Compliant,35 months,9 working days,Limited Stock,₹440.75 / unit,https://supplierportal.com/SDS/6415,Handle with care
SUP_8861,XYZ Suppliers,ING_98059,Sulfuric Acid,7681-52-9,99.81%,BN_7236_07,Solid,12.16,Irritant,Insoluble,Keep refrigerated,3.92%,Non-Compliant,23 months,13 working days,In Stock,₹559.48 / unit,https://supplierportal.com/SDS/9328,Fragile
SUP_9013,Global Chem Ltd,ING_74230,Sulfuric Acid,7647-01-0,94.18%,BN_1054_07,Gas,5.5,Non-Toxic,Soluble in water,Stable under 25°C,9.70%,REACH Compliant,14 months,14 working days,Limited Stock,₹722.17 / unit,https://supplierportal.com/SDS/4025,Fragile
SUP_1750,ABC Chemicals Pvt Ltd,ING_17128,Sulfuric Acid,77-92-9,92.53%,BN_7558_10,Gas,5.76,Non-Toxic,Soluble in water,Stable under 25°C,1.35%,REACH Compliant,23 months,8 working days,Limited Stock,₹942.77 / unit,https://supplierportal.com/SDS/1610,Handle with care
SUP_9446,XYZ Suppliers,ING_74734,Sodium Hypochlorite,12125-02-9,96.09%,BN_4812_04,Liquid,8.93,Non-Toxic,Soluble in water,Keep refrigerated,7.68%,REACH Compliant,35 months,5 working days,Limited Stock,₹534.17 / unit,https://supplierportal.com/SDS/6170,Handle with care
SUP_7534,XYZ Suppliers,ING_54218,Ammonium Chloride,7681-52-9,92.71%,BN_7372_08,Gas,2.57,Irritant,Partially soluble,Stable under 25°C,7.30%,Non-Compliant,8 months,8 working days,In Stock,₹754.42 / unit,https://supplierportal.com/SDS/6222,Hazardous Material
SUP_2395,ABC Chemicals Pvt Ltd,ING_81684,Sodium Hypochlorite,7647-01-0,92.26%,BN_7220_11,Solid,12.88,Irritant,Partially soluble,Keep refrigerated,5.12%,Non-Compliant,16 months,9 working days,In Stock,₹368.04 / unit,https://supplierportal.com/SDS/8683,Hazardous Material
SUP_7023,Global Chem Ltd,ING_98598,Hydrochloric Acid,7681-52-9,94.72%,BN_3745_01,Solid,2.98,Non-Toxic,Insoluble,Stable under 25°C,2.40%,REACH Compliant,34 months,4 working days,In Stock,₹892.48 / unit,https://supplierportal.com/SDS/5088,Fragile
SUP_4274,Prime Chemicals,ING_42167,Ammonium Chloride,7647-01-0,94.95%,BN_6681_11,Gas,7.1,Irritant,Insoluble,Keep refrigerated,3.36%,REACH Compliant,15 months,12 working days,Out of Stock,₹942.90 / unit,https://supplierportal.com/SDS/2560,Hazardous Material
SUP_8449,Global Chem Ltd,ING_13808,Sulfuric Acid,12125-02-9,93.95%,BN_7984_12,Liquid,12.82,Corrosive,Soluble in water,Stable under 25°C,6.31%,REACH Compliant,14 months,11 working days,In Stock,₹153.38 / unit,https://supplierportal.com/SDS/3626,Hazardous Material
SUP_9151,ABC Chemicals Pvt Ltd,ING_50123,Citric Acid,7681-52-9,96.02%,BN_1192_02,Liquid,7.62,Corrosive,Soluble in water,Stable under 25°C,2.84%,Non-Compliant,13 months,4 working days,Out of Stock,₹875.98 / unit,https://supplierportal.com/SDS/6360,Hazardous Material
SUP_2976,Prime Chemicals,ING_88862,Citric Acid,7681-52-9,96.95%,BN_9177_12,Solid,7.37,Non-Toxic,Partially soluble,Avoid sunlight,1.64%,REACH Compliant,11 months,14 working days,Limited Stock,₹374.37 / unit,https://supplierportal.com/SDS/5404,Hazardous Material
SUP_2401,Prime Chemicals,ING_98002,Citric Acid,7647-01-0,96.23%,BN_7510_08,Liquid,3.76,Corrosive,Partially soluble,Keep refrigerated,1.20%,REACH Compliant,29 months,9 working days,Limited Stock,₹652.38 / unit,https://supplierportal.com/SDS/7287,Handle with care
SUP_4897,Prime Chemicals,ING_97353,Ammonium Chloride,7647-01-0,94.27%,BN_3464_05,Gas,1.23,Irritant,Partially soluble,Keep refrigerated,5.32%,Non-Compliant,32 months,4 working days,Out of Stock,₹844.71 / unit,https://supplierportal.com/SDS/6726,Handle with care
SUP_4006,ABC Chemicals Pvt Ltd,ING_20670,Hydrochloric Acid,7664-93-9,90.75%,BN_2694_03,Gas,7.98,Non-Toxic,Insoluble,Keep refrigerated,6.71%,REACH Compliant,23 months,11 working days,Out of Stock,₹375.87 / unit,https://supplierportal.com/SDS/9691,Hazardous Material
SUP_8681,Prime Chemicals,ING_25561,Sodium Hypochlorite,12125-02-9,94.44%,BN_3837_07,Liquid,2.53,Irritant,Insoluble,Stable under 25°C,7.31%,REACH Compliant,32 months,3 working days,In Stock,₹859.29 / unit,https://supplierportal.com/SDS/1622,Handle with care
SUP_3536,XYZ Suppliers,ING_65476,Hydrochloric Acid,12125-02-9,99.54%,BN_3483_06,Gas,5.53,Corrosive,Soluble in water,Avoid sunlight,4.99%,REACH Compliant,29 months,11 working days,Out of Stock,₹763.69 / unit,https://supplierportal.com/SDS/1155,Fragile
SUP_5173,Prime Chemicals,ING_64700,Citric Acid,7664-93-9,92.98%,BN_7529_04,Gas,1.75,Non-Toxic,Insoluble,Keep refrigerated,8.90%,Non-Compliant,24 months,13 working days,Out of Stock,₹975.83 / unit,https://supplierportal.com/SDS/2588,Fragile
SUP_4483,ABC Chemicals Pvt Ltd,ING_85053,Hydrochloric Acid,7647-01-0,91.36%,BN_7124_12,Solid,6.03,Irritant,Soluble in water,Stable under 25°C,6.57%,Non-Compliant,20 months,3 working days,Limited Stock,₹732.86 / unit,https://supplierportal.com/SDS/8637,Fragile
SUP_5972,Prime Chemicals,ING_33248,Ammonium Chloride,77-92-9,95.12%,BN_7802_06,Liquid,4.72,Irritant,Insoluble,Avoid sunlight,6.99%,REACH Compliant,7 months,5 working days,In Stock,₹829.02 / unit,https://supplierportal.com/SDS/6418,Fragile
SUP_6831,Global Chem Ltd,ING_91051,Ammonium Chloride,7664-93-9,97.76%,BN_6691_12,Gas,8.06,Non-Toxic,Partially soluble,Stable under 25°C,8.10%,Non-Compliant,26 months,7 working days,In Stock,₹440.83 / unit,https://supplierportal.com/SDS/1985,Hazardous Material
SUP_4307,Prime Chemicals,ING_74212,Sulfuric Acid,7681-52-9,97.08%,BN_1133_10,Solid,9.54,Irritant,Soluble in water,Avoid sunlight,2.51%,Non-Compliant,11 months,13 working days,In Stock,₹999.50 / unit,https://supplierportal.com/SDS/1815,Hazardous Material
SUP_6264,ABC Chemicals Pvt Ltd,ING_34552,Ammonium Chloride,7647-01-0,92.15%,BN_2712_02,Liquid,3.81,Non-Toxic,Insoluble,Keep refrigerated,3.29%,Non-Compliant,10 months,9 working days,Out of Stock,₹594.47 / unit,https://supplierportal.com/SDS/4027,Hazardous Material
SUP_6301,Global Chem Ltd,ING_24439,Citric Acid,12125-02-9,90.30%,BN_4537_03,Liquid,2.64,Non-Toxic,Soluble in water,Avoid sunlight,8.27%,REACH Compliant,32 months,10 working days,Limited Stock,₹416.27 / unit,https://supplierportal.com/SDS/9218,Handle with care
SUP_4070,ABC Chemicals Pvt Ltd,ING_91008,Citric Acid,7681-52-9,94.85%,BN_1195_12,Gas,7.86,Non-Toxic,Partially soluble,Avoid sunlight,6.32%,REACH Compliant,32 months,11 working days,Out of Stock,₹666.67 / unit,https://supplierportal.com/SDS/6117,Hazardous Material
SUP_5285,ABC Chemicals Pvt Ltd,ING_84393,Sulfuric Acid,77-92-9,94.26%,BN_6231_11,Liquid,2.57,Corrosive,Soluble in water,Avoid sunlight,4.92%,Non-Compliant,17 months,11 working days,Out of Stock,₹544.80 / unit,https://supplierportal.com/SDS/2079,Fragile
SUP_7137,Global Chem Ltd,ING_96087,Sodium Hypochlorite,7647-01-0,94.29%,BN_5662_07,Liquid,4.42,Corrosive,Soluble in water,Stable under 25°C,5.44%,REACH Compliant,25 months,11 working days,Limited Stock,₹999.60 / unit,https://supplierportal.com/SDS/9132,Handle with care
SUP_9526,XYZ Suppliers,ING_70447,Ammonium Chloride,7664-93-9,98.04%,BN_4482_12,Liquid,2.34,Irritant,Soluble in water,Stable under 25°C,2.12%,Non-Compliant,11 months,10 working days,Limited Stock,₹692.10 / unit,https://supplierportal.com/SDS/2185,Hazardous Material
SUP_2119,XYZ Suppliers,ING_23706,Sulfuric Acid,7681-52-9,99.89%,BN_8541_05,Liquid,3.92,Irritant,Partially soluble,Stable under 25°C,8.58%,REACH Compliant,30 months,10 working days,In Stock,₹135.36 / unit,https://supplierportal.com/SDS/9082,Hazardous Material
SUP_9786,XYZ Suppliers,ING_95618,Hydrochloric Acid,7647-01-0,98.72%,BN_1079_07,Liquid,4.52,Corrosive,Soluble in water,Avoid sunlight,8.85%,Non-Compliant,36 months,8 working days,Limited Stock,₹281.64 / unit,https://supplierportal.com/SDS/2045,Fragile
SUP_8975,Global Chem Ltd,ING_73374,Sulfuric Acid,12125-02-9,95.89%,BN_9801_09,Liquid,3.99,Irritant,Soluble in water,Keep refrigerated,5.10%,Non-Compliant,22 months,4 working days,Out of Stock,₹372.92 / unit,https://supplierportal.com/SDS/9891,Handle with care
SUP_7714,XYZ Suppliers,ING_20449,Hydrochloric Acid,7647-01-0,93.51%,BN_1633_10,Liquid,4.19,Non-Toxic,Insoluble,Avoid sunlight,2.06%,Non-Compliant,18 months,5 working days,Out of Stock,₹947.99 / unit,https://supplierportal.com/SDS/8748,Fragile
SUP_4698,Prime Chemicals,ING_12387,Ammonium Chloride,12125-02-9,97.56%,BN_8477_11,Liquid,8.68,Non-Toxic,Soluble in water,Stable under 25°C,3.89%,Non-Compliant,36 months,12 working days,In Stock,₹206.92 / unit,https://supplierportal.com/SDS/2450,Hazardous Material
SUP_6163,ABC Chemicals Pvt Ltd,ING_40887,Hydrochloric Acid,7647-01-0,93.44%,BN_2177_03,Solid,8.39,Corrosive,Soluble in water,Keep refrigerated,9.38%,Non-Compliant,19 months,7 working days,Limited Stock,₹614.92 / unit,https://supplierportal.com/SDS/8988,Hazardous Material
SUP_6460,ABC Chemicals Pvt Ltd,ING_36753,Ammonium Chloride,12125-02-9,93.33%,BN_1472_02,Gas,3.45,Irritant,Insoluble,Avoid sunlight,7.80%,Non-Compliant,29 months,9 working days,Out of Stock,₹246.38 / unit,https://supplierportal.com/SDS/1753,Hazardous Material
SUP_3350,Prime Chemicals,ING_35571,Citric Acid,7681-52-9,92.04%,BN_6155_05,Liquid,12.62,Non-Toxic,Insoluble,Avoid sunlight,2.19%,REACH Compliant,27 months,10 working days,Limited Stock,₹207.59 / unit,https://supplierportal.com/SDS/9074,Handle with care
SUP_9899,Global Chem Ltd,ING_70640,Ammonium Chloride,7664-93-9,92.23%,BN_9259_11,Solid,4.4,Corrosive,Partially soluble,Stable under 25°C,2.42%,REACH Compliant,11 months,12 working days,Out of Stock,₹775.73 / unit,https://supplierportal.com/SDS/1490,Handle with care
SUP_2310,XYZ Suppliers,ING_82049,Sodium Hypochlorite,77-92-9,93.32%,BN_5732_01,Liquid,3.19,Non-Toxic,Insoluble,Stable under 25°C,3.21%,Non-Compliant,28 months,12 working days,Limited Stock,₹563.70 / unit,https://supplierportal.com/SDS/2238,Fragile
SUP_4948,ABC Chemicals Pvt Ltd,ING_48726,Sodium Hypochlorite,7647-01-0,92.19%,BN_9494_08,Liquid,8.23,Corrosive,Insoluble,Stable under 25°C,8.60%,REACH Compliant,24 months,8 working days,Out of Stock,₹907.63 / unit,https://supplierportal.com/SDS/9900,Fragile
SUP_1741,Prime Chemicals,ING_85479,Hydrochloric Acid,7647-01-0,98.89%,BN_7715_01,Solid,5.29,Irritant,Soluble in water,Avoid sunlight,6.90%,Non-Compliant,33 months,12 working days,Limited Stock,₹280.78 / unit,https://supplierportal.com/SDS/4739,Hazardous Material
SUP_7332,ABC Chemicals Pvt Ltd,ING_52518,Citric Acid,12125-02-9,95.39%,BN_3134_07,Gas,2.55,Non-Toxic,Soluble in water,Avoid sunlight,3.48%,REACH Compliant,28 months,12 working days,In Stock,₹954.96 / unit,https://supplierportal.com/SDS/7519,Hazardous Material
SUP_7036,ABC Chemicals Pvt Ltd,ING_98985,Sodium Hypochlorite,12125-02-9,97.31%,BN_6484_06,Gas,3.79,Non-Toxic,Partially soluble,Stable under 25°C,1.00%,REACH Compliant,31 months,4 working days,In Stock,₹626.54 / unit,https://supplierportal.com/SDS/5385,Hazardous Material
SUP_8047,ABC Chemicals Pvt Ltd,ING_85374,Sodium Hypochlorite,7664-93-9,98.54%,BN_1410_06,Liquid,12.47,Non-Toxic,Partially soluble,Stable under 25°C,9.35%,Non-Compliant,35 months,10 working days,Out of Stock,₹593.65 / unit,https://supplierportal.com/SDS/1533,Handle with care
SUP_8841,Global Chem Ltd,ING_17507,Sodium Hypochlorite,77-92-9,94.66%,BN_2876_11,Gas,9.94,Irritant,Soluble in water,Stable under 25°C,6.47%,Non-Compliant,9 months,9 working days,Out of Stock,₹448.88 / unit,https://supplierportal.com/SDS/4086,Handle with care
SUP_8248,Global Chem Ltd,ING_30742,Ammonium Chloride,7647-01-0,93.82%,BN_9269_06,Liquid,6.34,Non-Toxic,Soluble in water,Avoid sunlight,2.95%,Non-Compliant,17 months,12 working days,In Stock,₹197.94 / unit,https://supplierportal.com/SDS/1129,Handle with care
SUP_4010,Global Chem Ltd,ING_71312,Citric Acid,7664-93-9,93.24%,BN_4704_05,Solid,10.96,Non-Toxic,Insoluble,Keep refrigerated,8.45%,REACH Compliant,30 months,13 working days,Limited Stock,₹616.06 / unit,https://supplierportal.com/SDS/3780,Fragile
SUP_8031,Prime Chemicals,ING_90244,Sulfuric Acid,12125-02-9,95.44%,BN_4726_05,Solid,13.19,Non-Toxic,Soluble in water,Avoid sunlight,9.76%,Non-Compliant,7 months,12 working days,Limited Stock,₹661.58 / unit,https://supplierportal.com/SDS/9222,Handle with care
SUP_1993,Global Chem Ltd,ING_45935,Citric Acid,77-92-9,92.75%,BN_9547_02,Gas,14,Irritant,Soluble in water,Stable under 25°C,6.06%,REACH Compliant,18 months,13 working days,Out of Stock,₹943.10 / unit,https://supplierportal.com/SDS/2335,Hazardous Material
SUP_6430,Global Chem Ltd,ING_63760,Citric Acid,7647-01-0,98.84%,BN_6118_12,Solid,8.13,Irritant,Partially soluble,Avoid sunlight,4.41%,Non-Compliant,18 months,3 working days,In Stock,₹756.83 / unit,https://supplierportal.com/SDS/9583,Fragile
SUP_3846,Prime Chemicals,ING_87135,Sodium Hypochlorite,7681-52-9,96.01%,BN_3373_04,Solid,9.43,Non-Toxic,Insoluble,Avoid sunlight,8.14%,Non-Compliant,27 months,5 working days,Out of Stock,₹649.28 / unit,https://supplierportal.com/SDS/8509,Handle with care
SUP_7666,ABC Chemicals Pvt Ltd,ING_76660,Hydrochloric Acid,77-92-9,95.85%,BN_8958_09,Liquid,7.52,Corrosive,Soluble in water,Avoid sunlight,8.96%,Non-Compliant,13 months,4 working days,In Stock,₹522.34 / unit,https://supplierportal.com/SDS/7674,Handle with care
SUP_1984,Global Chem Ltd,ING_26684,Hydrochloric Acid,77-92-9,96.60%,BN_8340_05,Liquid,5.67,Corrosive,Insoluble,Avoid sunlight,3.89%,Non-Compliant,20 months,14 working days,In Stock,₹643.46 / unit,https://supplierportal.com/SDS/4734,Handle with care
SUP_2772,ABC Chemicals Pvt Ltd,ING_36012,Citric Acid,77-92-9,99.07%,BN_5274_09,Solid,4,Non-Toxic,Partially soluble,Keep refrigerated,7.09%,REACH Compliant,22 months,13 working days,Limited Stock,₹969.22 / unit,https://supplierportal.com/SDS/2999,Fragile
SUP_1006,Global Chem Ltd,ING_73623,Sodium Hypochlorite,7681-52-9,91.72%,BN_7572_07,Liquid,6.06,Irritant,Insoluble,Stable under 25°C,4.82%,REACH Compliant,29 months,14 working days,Limited Stock,₹468.99 / unit,https://supplierportal.com/SDS/5693,Fragile
SUP_4726,ABC Chemicals Pvt Ltd,ING_40639,Citric Acid,77-92-9,91.43%,BN_5719_11,Gas,13.98,Non-Toxic,Soluble in water,Stable under 25°C,8.53%,Non-Compliant,22 months,14 working days,Limited Stock,₹939.73 / unit,https://supplierportal.com/SDS/8397,Hazardous Material
SUP_2133,XYZ Suppliers,ING_52650,Sulfuric Acid,7664-93-9,96.89%,BN_5464_08,Solid,1.29,Corrosive,Partially soluble,Stable under 25°C,1.45%,REACH Compliant,6 months,8 working days,Out of Stock,₹587.72 / unit,https://supplierportal.com/SDS/9343,Fragile
SUP_4675,Global Chem Ltd,ING_22494,Hydrochloric Acid,77-92-9,98.37%,BN_4247_10,Liquid,10.72,Irritant,Insoluble,Keep refrigerated,5.42%,REACH Compliant,22 months,8 working days,In Stock,₹337.29 / unit,https://supplierportal.com/SDS/9462,Fragile
SUP_9150,ABC Chemicals Pvt Ltd,ING_17542,Sulfuric Acid,12125-02-9,92.09%,BN_2301_02,Liquid,1.05,Non-Toxic,Partially soluble,Avoid sunlight,4.51%,Non-Compliant,28 months,7 working days,In Stock,₹986.11 / unit,https://supplierportal.com/SDS/4584,Hazardous Material
SUP_5767,Prime Chemicals,ING_17318,Hydrochloric Acid,12125-02-9,91.10%,BN_8057_04,Solid,1.95,Corrosive,Soluble in water,Stable under 25°C,4.93%,Non-Compliant,29 months,14 working days,Out of Stock,₹147.07 / unit,https://supplierportal.com/SDS/4060,Handle with care
SUP_4495,XYZ Suppliers,ING_48957,Hydrochloric Acid,7647-01-0,93.60%,BN_9634_10,Solid,5.89,Corrosive,Partially soluble,Avoid sunlight,7.88%,Non-Compliant,6 months,14 working days,Limited Stock,₹343.06 / unit,https://supplierportal.com/SDS/9690,Handle with care
SUP_2124,Prime Chemicals,ING_47496,Hydrochloric Acid,12125-02-9,98.98%,BN_3417_08,Liquid,10.83,Irritant,Soluble in water,Avoid sunlight,6.79%,REACH Compliant,12 months,8 working days,Limited Stock,₹494.78 / unit,https://supplierportal.com/SDS/6996,Handle with care
SUP_9337,ABC Chemicals Pvt Ltd,ING_27875,Hydrochloric Acid,7681-52-9,90.42%,BN_1015_06,Solid,6.62,Irritant,Soluble in water,Avoid sunlight,2.27%,REACH Compliant,10 months,7 working days,In Stock,₹715.43 / unit,https://supplierportal.com/SDS/4206,Fragile
SUP_2693,Global Chem Ltd,ING_38826,Sodium Hypochlorite,77-92-9,92.06%,BN_6415_10,Gas,4.75,Corrosive,Soluble in water,Keep refrigerated,2.52%,REACH Compliant,10 months,11 working days,Limited Stock,₹159.56 / unit,https://supplierportal.com/SDS/9112,Hazardous Material
SUP_2025,Global Chem Ltd,ING_10217,Sulfuric Acid,7647-01-0,91.89%,BN_6599_06,Liquid,8.35,Irritant,Insoluble,Avoid sunlight,5.00%,REACH Compliant,23 months,7 working days,Limited Stock,₹100.53 / unit,https://supplierportal.com/SDS/1752,Fragile
SUP_6184,Prime Chemicals,ING_28076,Hydrochloric Acid,7647-01-0,91.01%,BN_7022_08,Liquid,3.45,Corrosive,Soluble in water,Avoid sunlight,4.50%,Non-Compliant,31 months,7 working days,Out of Stock,₹686.11 / unit,https://supplierportal.com/SDS/4008,Handle with care
SUP_7188,Prime Chemicals,ING_23734,Hydrochloric Acid,7664-93-9,97.51%,BN_4358_09,Liquid,13.52,Corrosive,Soluble in water,Keep refrigerated,8.61%,REACH Compliant,15 months,7 working days,Limited Stock,₹953.33 / unit,https://supplierportal.com/SDS/1411,Hazardous Material
SUP_4962,Prime Chemicals,ING_78829,Hydrochloric Acid,7647-01-0,98.24%,BN_9883_10,Liquid,2.33,Non-Toxic,Insoluble,Keep refrigerated,3.72%,Non-Compliant,13 months,12 working days,In Stock,₹887.60 / unit,https://supplierportal.com/SDS/7253,Handle with care
SUP_2136,Global Chem Ltd,ING_46509,Sulfuric Acid,7647-01-0,93.37%,BN_5373_12,Solid,13.82,Irritant,Soluble in water,Stable under 25°C,8.26%,REACH Compliant,31 months,6 working days,Limited Stock,₹192.70 / unit,https://supplierportal.com/SDS/1760,Handle with care
SUP_5650,XYZ Suppliers,ING_40219,Sulfuric Acid,7681-52-9,98.38%,BN_4288_01,Liquid,10.58,Irritant,Partially soluble,Keep refrigerated,7.52%,Non-Compliant,14 months,3 working days,In Stock,₹628.45 / unit,https://supplierportal.com/SDS/2664,Fragile
SUP_4555,ABC Chemicals Pvt Ltd,ING_80039,Sodium Hypochlorite,77-92-9,94.61%,BN_7214_01,Liquid,12.88,Corrosive,Insoluble,Keep refrigerated,4.40%,REACH Compliant,18 months,5 working days,In Stock,₹174.17 / unit,https://supplierportal.com/SDS/7592,Fragile
SUP_2982,ABC Chemicals Pvt Ltd,ING_19631,Sodium Hypochlorite,7664-93-9,93.33%,BN_7379_11,Liquid,6.76,Irritant,Partially soluble,Avoid sunlight,7.31%,Non-Compliant,18 months,6 working days,Limited Stock,₹294.51 / unit,https://supplierportal.com/SDS/2136,Fragile
SUP_7176,ABC Chemicals Pvt Ltd,ING_16765,Citric Acid,77-92-9,98.81%,BN_8949_06,Gas,3.38,Non-Toxic,Soluble in water,Keep refrigerated,8.86%,REACH Compliant,27 months,10 working days,In Stock,₹476.54 / unit,https://supplierportal.com/SDS/5447,Handle with care
SUP_7729,XYZ Suppliers,ING_24186,Ammonium Chloride,7681-52-9,92.55%,BN_4679_11,Gas,3.41,Corrosive,Soluble in water,Keep refrigerated,2.94%,REACH Compliant,24 months,10 working days,In Stock,₹626.86 / unit,https://supplierportal.com/SDS/4688,Fragile
SUP_5531,ABC Chemicals Pvt Ltd,ING_43055,Sulfuric Acid,7664-93-9,99.14%,BN_2414_04,Liquid,11.29,Irritant,Partially soluble,Keep refrigerated,6.02%,Non-Compliant,33 months,13 working days,Limited Stock,₹360.87 / unit,https://supplierportal.com/SDS/6409,Handle with care
SUP_9790,XYZ Suppliers,ING_97028,Sulfuric Acid,12125-02-9,98.97%,BN_1108_02,Solid,1.34,Irritant,Partially soluble,Avoid sunlight,6.30%,REACH Compliant,9 months,11 working days,In Stock,₹743.82 / unit,https://supplierportal.com/SDS/9301,Fragile
SUP_1837,Prime Chemicals,ING_77991,Hydrochloric Acid,7681-52-9,95.70%,BN_9213_02,Solid,3.68,Corrosive,Partially soluble,Keep refrigerated,3.25%,Non-Compliant,28 months,7 working days,Out of Stock,₹132.07 / unit,https://supplierportal.com/SDS/2576,Hazardous Material
SUP_7213,ABC Chemicals Pvt Ltd,ING_54425,Sodium Hypochlorite,7664-93-9,96.91%,BN_9161_11,Liquid,4.59,Non-Toxic,Insoluble,Avoid sunlight,5.86%,Non-Compliant,10 months,7 working days,Out of Stock,₹916.98 / unit,https://supplierportal.com/SDS/5999,Fragile
SUP_9718,ABC Chemicals Pvt Ltd,ING_87128,Sulfuric Acid,77-92-9,90.25%,BN_9764_07,Solid,12.92,Non-Toxic,Insoluble,Avoid sunlight,1.05%,Non-Compliant,23 months,5 working days,Limited Stock,₹658.82 / unit,https://supplierportal.com/SDS/2944,Handle with care
SUP_2267,Global Chem Ltd,ING_80503,Citric Acid,7647-01-0,90.34%,BN_1098_11,Gas,7.49,Irritant,Soluble in water,Stable under 25°C,3.66%,Non-Compliant,15 months,13 working days,Limited Stock,₹747.26 / unit,https://supplierportal.com/SDS/1023,Fragile
SUP_2289,XYZ Suppliers,ING_99366,Citric Acid,77-92-9,98.27%,BN_2296_02,Gas,2.74,Corrosive,Insoluble,Avoid sunlight,9.64%,REACH Compliant,28 months,7 working days,Limited Stock,₹261.13 / unit,https://supplierportal.com/SDS/4474,Handle with care
SUP_3189,Global Chem Ltd,ING_15928,Ammonium Chloride,7664-93-9,96.68%,BN_8479_02,Liquid,12.85,Irritant,Partially soluble,Avoid sunlight,7.06%,Non-Compliant,26 months,8 working days,Limited Stock,₹237.22 / unit,https://supplierportal.com/SDS/6108,Handle with care
SUP_9616,XYZ Suppliers,ING_46452,Citric Acid,12125-02-9,93.08%,BN_5706_10,Solid,4.27,Corrosive,Partially soluble,Avoid sunlight,7.32%,REACH Compliant,21 months,4 working days,In Stock,₹745.43 / unit,https://supplierportal.com/SDS/9909,Hazardous Material
SUP_5676,ABC Chemicals Pvt Ltd,ING_44968,Sulfuric Acid,12125-02-9,99.95%,BN_2432_07,Gas,8.37,Corrosive,Insoluble,Avoid sunlight,9.65%,REACH Compliant,35 months,5 working days,Out of Stock,₹863.72 / unit,https://supplierportal.com/SDS/7374,Hazardous Material
SUP_9054,Global Chem Ltd,ING_91254,Citric Acid,7664-93-9,97.59%,BN_9618_05,Liquid,7.87,Corrosive,Partially soluble,Stable under 25°C,1.69%,REACH Compliant,8 months,13 working days,Out of Stock,₹367.36 / unit,https://supplierportal.com/SDS/8953,Fragile
SUP_6741,ABC Chemicals Pvt Ltd,ING_27916,Sodium Hypochlorite,7681-52-9,96.50%,BN_4329_07,Liquid,9.95,Corrosive,Partially soluble,Avoid sunlight,3.27%,Non-Compliant,11 months,14 working days,Limited Stock,₹687.86 / unit,https://supplierportal.com/SDS/1554,Handle with care
SUP_7422,Prime Chemicals,ING_20681,Hydrochloric Acid,77-92-9,90.43%,BN_8999_04,Gas,6.3,Non-Toxic,Soluble in water,Stable under 25°C,5.21%,REACH Compliant,26 months,4 working days,In Stock,₹742.18 / unit,https://supplierportal.com/SDS/9682,Handle with care
